customer_id,age,gender,state,tenure_months,current_plan,contract_type,payment_method,data_usage_gb,minutes_used,sms_count,login_frequency,app_usage_score,support_calls_3mo,monthly_charges,late_payments_12mo,payment_issues,received_offer,upgraded,p_upgrade_no_offer,p_upgrade_with_offer,treatment_effect,ev_no_offer,ev_with_offer,optimal_action
CUST_00014,18,F,MI,28,Basic,One Year,Bank Transfer,8.12178230836553,800,87,6,19.090535371346455,0,27.85533301329776,1,0,0,0,0.4063154778521097,0.6128757050725626,0.20656022722045295,195.03142936901264,244.18033843483005,1
CUST_00015,18,F,CA,17,Basic,Two Year,Mailed Check,17.065392040367765,441,104,4,24.897674756660166,2,40.01977119304478,0,1,1,1,0.5575172797967797,0.7379086283173437,0.1803913485205641,267.6082943024542,304.196141592325,1
CUST_00016,33,M,IL,12,Basic,Month-to-Month,Bank Transfer,3.2853650921506676,176,99,3,52.808247512061214,1,20.0,0,0,1,1,0.38291438759215796,0.5564123256342866,0.17349793804212862,183.79890604423582,217.07791630445752,1
CUST_00017,26,F,NY,120,Basic,Month-to-Month,Bank Transfer,17.495571270732682,726,93,2,15.9369589039802,1,37.07179182907886,0,0,0,0,0.6845792874593997,0.7976526324430759,0.11307334498367631,328.59805798051184,332.8732635726765,1
CUST_00018,46,F,NY,3,Basic,One Year,Credit Card,24.615548679973198,108,116,1,39.210658152043045,2,34.04512697593308,0,0,0,0,0.48931987323469767,0.6241983195731379,0.1348784463384402,234.87353915265487,249.6151933951062,1
CUST_00019,28,F,FL,21,Basic,Month-to-Month,Bank Transfer,22.746493643118427,140,114,2,25.654612942184578,0,38.4276754691435,0,0,0,1,0.3764309939385505,0.5223085072885765,0.14587751335002602,180.68687709050425,200.70808349851671,1
CUST_00020,20,F,FL,52,Basic,One Year,Bank Transfer,9.102126152618714,386,100,6,17.28769122018205,2,37.07021215483585,0,0,1,1,0.45068826121400263,0.6304163351849202,0.1797280739709176,216.33036538272125,252.59984088876172,1
CUST_00021,63,M,FL,27,Basic,Month-to-Month,Electronic Check,10.60416003659613,340,112,6,49.51167476048817,2,32.235364165915676,0,0,0,0,0.47368876780396574,0.555462050124794,0.08177328232082824,227.37060854590356,216.62178405990113,0
CUST_00022,38,M,OH,51,Basic,Month-to-Month,Credit Card,6.30345041852771,512,108,7,26.138144119242828,2,21.594565786370325,0,0,0,1,0.42735460309624074,0.5873289615432059,0.15997435844696514,205.13020948619555,231.91790154073885,1
CUST_00023,43,F,CA,9,Basic,One Year,Bank Transfer,7.225724294710396,64,93,6,18.652064502809107,1,42.45666078582216,1,0,0,1,0.36268777783707834,0.561121659642442,0.19843388180536364,174.0901333617976,219.33839662837215,1
CUST_00024,20,F,GA,7,Basic,Two Year,Mailed Check,10.12916116682649,515,114,12,25.527185157051168,1,31.261403208601905,0,0,0,0,0.45912004558366004,0.5683139193509633,0.10919387376730331,220.37762188015682,222.7906812884624,1
CUST_00025,33,M,MI,45,Basic,One Year,Electronic Check,15.824456679596203,705,103,9,18.64676656186523,5,30.991479106834472,1,0,0,0,0.5075101465259625,0.7472578636258792,0.2397477170999167,243.60487033246199,308.683774540422,1
CUST_00026,43,M,NC,12,Basic,Two Year,Electronic Check,22.41187999770038,253,101,4,43.922914268030326,1,33.32671120522233,1,0,1,1,0.5321303326500068,0.7871055686462254,0.25497523599621863,255.42255967200325,327.8106729501882,1
CUST_00027,24,F,MI,29,Basic,Month-to-Month,Credit Card,8.045792027064902,374,96,3,51.668393389087555,1,38.92361837252298,0,0,0,0,0.6564696405673467,0.8147495675198615,0.15827992695251483,315.1054274723264,341.0797924095335,1
CUST_00028,47,M,PA,3,Basic,Two Year,Mailed Check,10.097637485748127,289,109,2,16.115258888156855,2,36.89894774807029,1,0,1,0,0.150924063184154,0.34888824886875613,0.19796418568460214,72.44355032839391,117.46635945700294,1
CUST_00029,32,M,FL,33,Basic,Month-to-Month,Electronic Check,9.709714956483575,514,76,1,19.695720677507783,1,36.795591753176645,0,0,1,1,0.4647069631557868,0.5603727909112611,0.09566582775547432,223.05934231477767,218.97893963740535,0
CUST_00030,37,M,PA,19,Basic,Two Year,Electronic Check,8.444057171416029,234,102,0,9.783855870209782,0,44.37129981965139,0,0,0,0,0.21135738296022685,0.29053007247876816,0.07917268951854133,101.4515438209089,89.45443478980872,0
CUST_00031,32,M,MI,7,Basic,Month-to-Month,Mailed Check,22.769041027051795,209,96,3,33.82836547575276,1,25.346542650080206,0,1,0,0,0.523867659929707,0.8480706791617119,0.32420301923200495,251.45647676625936,357.0739259976217,1
CUST_00032,69,F,OH,16,Basic,Month-to-Month,Mailed Check,18.30770695489658,419,99,1,24.51429678062793,2,33.799175248105676,0,0,1,0,0.3829681981405183,0.46086112085578684,0.07789292271526856,183.8247351074488,171.21333801077768,0
CUST_00033,41,M,PA,28,Basic,Month-to-Month,Credit Card,25.8118341867887,517,104,6,28.41415068733054,5,36.30152361028493,0,0,1,1,0.7068219508361081,0.8653168226972797,0.15849487186117164,339.2745364013319,365.3520748946943,1
CUST_00034,26,M,CA,1,Basic,One Year,Credit Card,14.89254890556156,480,113,6,41.37986659402817,2,20.0,0,0,1,1,0.49396218067934045,0.6617866365432599,0.1678244558639194,237.1018467260834,267.6575855407647,1
CUST_00035,54,F,IL,24,Basic,Month-to-Month,Bank Transfer,8.804492124818434,362,111,3,49.80569705008715,2,20.0,2,0,1,1,0.4278635892035769,0.6239964643308259,0.19613287512724897,205.37452281771692,249.51830287879642,1
CUST_00036,23,F,GA,18,Basic,Two Year,Bank Transfer,7.301738423291255,583,102,0,41.26776381921757,1,40.01777278634568,0,0,1,1,0.4256952029818007,0.6415506538142071,0.2158554508324064,204.33369743126434,257.9443138308194,1
CUST_00037,45,F,GA,5,Basic,Month-to-Month,Credit Card,2.7697895004214903,496,94,2,5.588397921116872,2,31.98869446532249,1,0,0,0,0.28406273699655915,0.44539128104125447,0.16132854404469532,136.35011375834839,163.78781489980216,1
CUST_00038,18,M,MI,33,Basic,Month-to-Month,Bank Transfer,7.710237727068009,216,97,2,36.52029444155238,4,20.0,0,0,1,0,0.41582318433097043,0.6106533888431166,0.1948302045121462,199.5951284788658,243.11362664469596,1
CUST_00039,22,F,NC,8,Basic,Month-to-Month,Credit Card,5.971681201762305,0,102,12,31.841243806804115,2,30.147509478648736,0,0,0,0,0.4363523047033217,0.6305064620839599,0.19415415738063815,209.44910625759442,252.64310180030077,1
CUST_00040,44,M,FL,7,Basic,Month-to-Month,Credit Card,20.22532998005179,554,88,3,11.577219138567587,3,30.533392227641286,0,1,1,1,0.31547166155309175,0.5767751452434347,0.26130348369034284,151.42639754548404,226.85206971684863,1
CUST_00041,53,F,MI,15,Basic,One Year,Credit Card,21.397210843149338,398,105,3,8.869529803661216,1,37.70279203839284,0,0,0,1,0.3922640063026277,0.5320976295671781,0.13983362326455037,188.2867230252613,205.40686219224548,1
CUST_00042,44,M,PA,27,Basic,One Year,Credit Card,6.384857836339142,228,89,5,19.69413860481688,1,25.989711692371237,0,0,1,0,0.4392122934034728,0.5111462099360405,0.07193391653256777,210.82190083366694,195.35018076929947,0
CUST_00043,40,F,OH,63,Basic,Two Year,Electronic Check,12.578360791413129,775,93,6,23.69439519438777,2,34.61093265625031,0,0,0,1,0.5366772599132501,0.6398272673770857,0.10315000746383565,257.60508475836,257.11708834100114,0
CUST_00044,37,F,IL,3,Basic,Month-to-Month,Mailed Check,7.503245168883663,772,100,9,24.26865965014179,1,26.535799698360417,0,1,0,0,0.4777339712116132,0.6416471022542798,0.16391313104266664,229.31230618157434,257.9906090820543,1
CUST_00045,19,M,GA,12,Basic,Two Year,Bank Transfer,25.48836236006672,704,82,9,20.645286497954206,1,49.81941292326873,0,1,0,0,0.4388043849356251,0.6816384016917392,0.242834016756114,210.62610476910007,277.1864328120348,1
CUST_00046,31,F,TX,1,Basic,Month-to-Month,Bank Transfer,8.469453108801444,495,98,8,33.58490975861665,2,22.88186016091985,2,0,0,0,0.4989017848310954,0.771361451783398,0.27245966695230267,239.47285671892578,320.253496856031,1
CUST_00047,35,F,GA,34,Basic,Two Year,Credit Card,14.291393701098267,0,114,3,43.9187295678552,1,30.328796332672724,1,0,0,0,0.5073083405330168,0.7910702274273915,0.28376188689437476,243.50800345584804,329.7137091651479,1
CUST_00048,57,F,IL,14,Basic,Month-to-Month,Bank Transfer,30.02471877959103,685,108,8,11.13636214115444,0,29.11285439119816,0,1,1,1,0.6361959307483286,0.8694656145051975,0.2332696837568689,305.3740467591977,367.34349496249484,1
CUST_00049,47,F,CA,29,Basic,One Year,Electronic Check,19.388743267103028,265,86,6,23.32833658513295,1,35.863551702518244,1,1,1,1,0.3697036828224326,0.6415717148828387,0.2718680320604061,177.45776775476764,257.9544231437626,1
CUST_00050,18,F,PA,9,Basic,One Year,Bank Transfer,13.965721741119935,338,103,7,75.50355541550772,2,42.32351814008085,2,0,1,1,0.6882763219824795,0.9672647376851811,0.2789884157027016,330.3726345515901,414.2870740888869,1
CUST_00051,46,M,NY,44,Basic,Month-to-Month,Credit Card,12.774154038570797,629,115,4,56.360304265672355,0,31.129349308332092,1,0,1,1,0.5292555960909748,0.7486288232843756,0.21937322719340077,254.04268612366792,309.3418351765003,1
CUST_00052,36,M,OH,18,Basic,Month-to-Month,Electronic Check,5.688808476887538,856,103,2,24.921588287658988,3,20.336145743744023,0,1,1,0,0.5438681393943268,0.7312092062541643,0.1873410668598375,261.05670690927684,300.9804190019989,1
CUST_00053,31,F,NC,69,Basic,One Year,Mailed Check,10.665424209875896,758,98,2,35.02921920145012,1,47.39448048443054,0,0,0,1,0.7619300109278824,0.9645321457917301,0.2026021348638477,365.72640524538355,412.9754299800304,1
CUST_00054,51,F,TX,1,Basic,Month-to-Month,Credit Card,14.162767749742224,484,114,10,38.96050527205185,2,39.246740568515,1,0,0,1,0.48529527639992,0.6906713386205872,0.20537606222066718,232.9417326719616,281.5222425378818,1
CUST_00055,57,M,MI,17,Basic,One Year,Credit Card,19.52537280203551,597,101,8,17.621371909409593,1,22.9342894998314,0,0,0,1,0.5241717968630673,0.6627034432685541,0.13853164640548693,251.6024624942723,268.09765276890596,1
CUST_00056,55,M,FL,34,Basic,One Year,Credit Card,10.21980331539617,228,119,3,15.057944566665062,1,23.598552635357706,0,0,0,1,0.2710331859700764,0.37164250647666663,0.10060932050659024,130.09592926563667,128.3884031088,0
CUST_00057,29,F,FL,22,Basic,One Year,Credit Card,17.018368350227515,125,89,3,32.918140220079295,2,21.895036203839595,1,0,0,0,0.3700667144448595,0.6824231077134748,0.3123563932686153,177.63202293353257,277.5630917024679,1
CUST_00058,37,M,FL,1,Basic,Two Year,Electronic Check,9.363157342537978,665,105,3,40.41980066635396,4,33.30613313614229,0,0,0,1,0.3965803507485655,0.6031974171926409,0.20661706644407538,190.35856835931145,239.5347602524676,1
CUST_00059,46,F,TX,86,Basic,Month-to-Month,Mailed Check,22.652802814065605,514,113,4,25.593732682827152,1,40.54088310999113,2,0,1,1,0.6668669182114815,0.9243009302636509,0.2574340120521695,320.09612074151113,393.6644465265524,1
CUST_00060,56,F,IL,8,Basic,Month-to-Month,Bank Transfer,17.675137418390953,160,107,2,30.907887972707805,1,25.638887449825194,1,1,1,1,0.4367776230372805,0.702113184205374,0.2653355611680936,209.65325905789464,287.01432841857957,1
CUST_00061,34,F,NC,6,Basic,Month-to-Month,Electronic Check,20.005249217170423,440,130,5,22.88354799756642,2,29.08281561446745,2,1,1,1,0.5146009880090896,0.9044198388322786,0.389818850823189,247.00847424436301,384.1215226394937,1
CUST_00062,39,F,GA,15,Basic,One Year,Bank Transfer,30.760197709517424,573,106,9,12.940996682047526,3,40.06049636452771,1,1,0,1,0.5526751082179465,0.952643276427975,0.39996816821002845,265.2840519446143,407.26877268542796,1
CUST_00063,25,M,MI,18,Basic,Two Year,Credit Card,25.08635258326736,631,81,6,22.47859235564557,2,30.370752052907775,0,0,1,1,0.6022327711992549,0.7642846429399673,0.16205187174071248,289.07173017564236,316.8566286111843,1
CUST_00064,24,M,NY,34,Basic,Two Year,Bank Transfer,6.795620747512874,575,108,2,5.784987115277156,3,35.191068758265686,1,0,1,0,0.3071016690637318,0.5112104338313718,0.20410876476763998,147.40880115059127,195.38100823905845,1
CUST_00065,54,M,NC,11,Basic,Two Year,Electronic Check,14.061577246603765,377,116,7,57.60036431448216,2,20.0,0,0,0,0,0.4336115125754673,0.5363535641167028,0.10274205154123547,208.1335260362243,207.44971077601735,0
CUST_00066,62,F,MI,13,Basic,Two Year,Electronic Check,25.74337252359274,280,93,6,11.945719299309195,1,27.12827008411378,2,0,0,0,0.44986662895076096,0.6744626442811463,0.2245960153303854,215.93598189636526,273.74206925495025,1
CUST_00067,40,M,NY,18,Basic,Two Year,Credit Card,19.505354426897043,473,101,1,16.117220234605494,1,28.389292768366488,0,0,0,0,0.34837322560013795,0.45571877910682296,0.10734555350668501,167.2191482880662,168.74501397127503,1
CUST_00068,57,F,OH,12,Basic,Month-to-Month,Bank Transfer,5.330447117672933,610,118,6,37.69926968774838,3,34.43905735294055,0,1,1,1,0.370678893039193,0.5531670721132078,0.18248817907401488,177.92586865881265,215.52019461433974,1
CUST_00069,47,F,IL,59,Basic,Two Year,Credit Card,7.717214209943628,631,84,8,20.52934222690428,3,46.32331534779671,3,0,0,0,0.5005398691607243,0.7952781014892576,0.29473823232853325,240.25913719714768,331.73348871484365,1
CUST_00070,32,M,OH,45,Basic,One Year,Electronic Check,15.805181662283063,766,108,2,18.923027108011954,2,33.451396496361774,0,0,0,0,0.43899244995596115,0.5546932223056178,0.11570077234965664,210.71637597886135,216.25274670669654,1
CUST_00071,47,F,IL,14,Basic,Month-to-Month,Bank Transfer,15.954812409253813,457,91,11,3.413220856092663,2,29.288288811990498,0,0,1,0,0.5319017206566782,0.6405113300644659,0.1086096094077877,255.31282591520554,257.4454384309436,1
CUST_00072,65,F,PA,1,Basic,Month-to-Month,Credit Card,5.425447695885039,227,94,0,15.254524390580485,1,53.17473281969591,0,0,0,0,0.16227170013925726,0.2419050219918641,0.07963332185260681,77.89041606684349,66.11441055609477,0
CUST_00073,41,F,GA,55,Basic,Month-to-Month,Electronic Check,9.357998282419244,667,94,3,14.97975226132752,2,29.510678662902055,0,0,1,0,0.4864460446897599,0.693871743449243,0.20742569875948308,233.49410145108473,283.0584368556366,1
CUST_00074,65,M,CA,3,Basic,One Year,Bank Transfer,20.36718936043497,466,111,8,14.358459969937169,1,37.20300244055534,1,1,1,0,0.26351430937533316,0.5929921450458089,0.3294778356704758,126.48686850015991,234.63622962198826,1
CUST_00075,18,F,CA,6,Basic,One Year,Credit Card,10.516203273764004,193,111,3,35.30495336971043,1,45.61415871235293,0,0,0,0,0.4661522827435714,0.6598201505747155,0.19366786783114417,223.75309571691426,266.7136722758635,1
CUST_00076,54,M,IL,3,Basic,Month-to-Month,Electronic Check,22.42152005908684,574,107,1,41.8702454602859,1,26.323219286032945,1,0,0,1,0.3822753075941972,0.6936355605199944,0.31136025292579717,183.49214764521466,282.94506904959735,1
CUST_00077,43,F,CA,4,Basic,One Year,Credit Card,11.640737384542954,732,88,2,52.30783941101962,1,32.06942056728978,0,1,0,0,0.3602013786972052,0.5700327000217277,0.20983132132452248,172.8966617746585,223.6156960104293,1
CUST_00078,37,M,TX,38,Basic,Month-to-Month,Credit Card,17.462036100844866,526,107,2,30.97013880412063,1,33.61373294595821,0,0,0,1,0.6291427991373181,0.8040349774707525,0.17489217833343434,301.9885435859127,335.9367891859612,1
CUST_00079,43,F,MI,20,Basic,Two Year,Credit Card,8.675892623745233,734,104,1,17.78893875356423,1,33.31298059523269,0,0,0,0,0.41340529521848174,0.523776947124839,0.11037165190635723,198.43454170487124,201.41293461992274,1
CUST_00080,18,M,NC,75,Basic,One Year,Credit Card,21.433164867147344,353,89,11,6.208298074610154,2,34.62638596324184,0,0,0,1,0.4731172172683444,0.566347458910291,0.09323024164194668,227.09626428880532,221.84678027693968,0
CUST_00081,38,M,OH,6,Basic,Two Year,Bank Transfer,25.0515293705552,304,98,5,21.118671191435322,3,49.14576909108253,2,0,0,1,0.45803502025409154,0.7109528458750123,0.2529178256209207,219.85680972196394,291.2573660200059,1
CUST_00082,47,F,PA,15,Basic,Month-to-Month,Bank Transfer,8.016124803987822,620,103,6,28.616729925399696,3,39.962968960852855,0,0,0,0,0.5297893690175017,0.672881767552343,0.1430923985348412,254.29889712840082,272.9832484251246,1
CUST_00083,64,F,GA,90,Basic,Two Year,Bank Transfer,19.54685389782999,379,102,2,85.46894597650959,0,25.568239429125498,0,1,1,1,0.5770920630566042,0.7995738154822003,0.22248175242559615,277.00419026717003,333.79543143145617,1
CUST_00084,34,F,GA,42,Basic,Month-to-Month,Credit Card,20.265040336384974,691,100,4,35.17581147446564,2,44.63896067353619,0,1,0,1,0.6166622694487294,0.98,0.3655212237486214,295.9978893353901,420.4,1
CUST_00085,29,F,PA,31,Basic,Month-to-Month,Credit Card,12.175676283341012,484,87,7,22.633851228473823,2,35.57449563245117,0,0,0,1,0.48603720255459787,0.5571174507277579,0.07108024817315996,233.297857226207,217.4163763493238,0
CUST_00086,34,M,FL,5,Basic,Month-to-Month,Bank Transfer,25.45103442618343,693,107,2,26.853984944777416,2,27.91963122453943,1,0,0,1,0.5608984363349943,0.8722209115417989,0.3113224752068047,269.2312494407972,368.6660375400635,1
CUST_00087,55,F,FL,35,Basic,One Year,Bank Transfer,3.729047594659579,576,105,7,5.118962058160436,2,40.65663089848482,1,0,1,1,0.2629623343673833,0.48444804861035284,0.22148571424296956,126.22192049634398,182.53506333296937,1
CUST_00088,46,M,FL,10,Basic,Two Year,Credit Card,6.037773291539814,269,101,5,9.02256692195147,3,45.23135194762199,0,0,1,0,0.3125559313823824,0.3790046786745549,0.0664487472921725,150.02684706354356,131.92224576378635,0
CUST_00089,34,F,PA,18,Basic,One Year,Credit Card,29.320233441363204,51,94,2,46.9618103471247,0,52.89420866623122,0,1,0,1,0.5144654880986334,0.802334309504746,0.2878688214061127,246.94343428734402,335.1204685622781,1
CUST_00090,49,M,CA,22,Basic,Two Year,Credit Card,23.18091392380492,606,109,3,35.1283637253009,3,30.230565435660846,1,1,1,1,0.47335510745666454,0.8603020001871748,0.3869468927305103,227.21045157919897,362.9449600898439,1
CUST_00091,43,M,NY,22,Basic,Month-to-Month,Credit Card,8.874806567124567,563,100,3,17.378996356709326,2,36.21630763569714,0,1,1,0,0.43903435882974046,0.6149452990080143,0.17591094017827386,210.73649223827542,245.1737435238469,1
CUST_00092,56,M,PA,31,Basic,Month-to-Month,Credit Card,25.52639165527833,246,105,3,29.80703504279221,1,44.240560172096146,0,0,0,1,0.4408135994108778,0.5441720997869008,0.10335850037602308,211.59052771722133,211.20260789771243,0
CUST_00093,31,F,CA,26,Basic,One Year,Electronic Check,27.85233813636645,609,87,14,39.17267218421129,2,38.646644903573375,1,0,0,0,0.6566333112528406,0.98,0.39560075431349145,315.18398940136353,420.4,1
CUST_00094,37,F,NC,1,Basic,Month-to-Month,Credit Card,22.46898273677184,728,105,4,36.04229548849866,3,33.17169315194127,1,0,1,1,0.4882176290099438,0.9050167101918948,0.41679908118195097,234.34446192477304,384.4080208921095,1
CUST_00095,36,M,PA,14,Basic,Two Year,Credit Card,16.324958376772752,308,101,0,15.629257472482585,0,39.858237938065095,1,0,0,0,0.26740641616587185,0.48459961346555547,0.21719319729968364,128.3550797596185,182.60781446346664,1
CUST_00096,20,M,OH,26,Basic,One Year,Bank Transfer,13.16639822815449,63,111,8,40.154877464384576,2,40.13234690674093,0,1,0,0,0.4559209195048498,0.7050569852139551,0.2491360657091053,218.8420413623279,288.42735290269843,1
CUST_00097,46,M,CA,8,Basic,Month-to-Month,Bank Transfer,21.946621894607432,644,83,14,36.559262591243275,1,32.45512596211208,0,0,1,1,0.6480213164027615,0.8300750148137235,0.182053698410962,311.0502318733255,348.4360071105873,1
CUST_00098,45,M,GA,9,Basic,One Year,Bank Transfer,12.284829251431773,704,92,3,41.30435296592684,2,31.785364693683103,1,0,0,1,0.501512530124179,0.7151898871428843,0.21367735701870533,240.7260144596059,293.2911458285845,1
CUST_00099,42,M,IL,3,Basic,Month-to-Month,Credit Card,15.152287340712466,303,103,13,31.46968574308063,1,34.82350863291786,0,1,0,0,0.27674283262678173,0.45567495799768776,0.17893212537090603,132.83655966085524,168.72397983889013,1
CUST_00100,38,F,IL,13,Basic,Month-to-Month,Electronic Check,8.097502930404465,604,95,4,34.596894251358776,2,43.98056466928947,0,0,0,0,0.490797292676603,0.6833608428661022,0.19256355018949925,235.58270048476945,278.01320457572905,1
CUST_00101,20,M,PA,103,Basic,One Year,Bank Transfer,6.942752190849646,516,101,5,38.58980003930409,1,27.324127560777153,0,0,1,1,0.5714465419892147,0.8352280556146487,0.263781513625434,274.2943401548231,350.90946669503137,1
CUST_00102,35,F,OH,8,Basic,One Year,Credit Card,14.75282486633079,428,98,1,35.95843752650343,4,33.83474359173806,0,0,1,1,0.5985323403885002,0.7953313685411689,0.19679902815266873,287.2955233864801,331.7590568997611,1
CUST_00103,36,F,OH,18,Basic,Two Year,Credit Card,13.45365509561518,566,112,1,33.55284227040654,1,52.144259209093185,1,0,0,0,0.3650924729191608,0.6918259825247616,0.32673350960560077,175.2443870011972,282.07647161188555,1
CUST_00104,29,F,IL,32,Basic,Month-to-Month,Credit Card,30.266934147745488,349,87,5,34.57598219951009,2,28.026084051841277,0,0,1,1,0.6595944325808071,0.8871195956224052,0.22752516304159803,316.6053276387874,375.8174058987545,1
CUST_00105,39,M,CA,1,Basic,One Year,Electronic Check,27.655960446097083,229,104,12,27.310552631821018,3,33.01429357494851,2,0,1,1,0.4789454594302328,0.6854196695690431,0.20647421013881023,229.89382052651175,279.0014413931407,1
CUST_00106,48,M,NC,55,Basic,Month-to-Month,Bank Transfer,6.415513617624345,531,88,2,19.935315840628668,0,46.724393033036996,0,0,1,0,0.40609782823479357,0.5672016955054149,0.16110386727062131,194.9269575527009,222.25681384259917,1
CUST_00107,70,M,PA,11,Basic,Month-to-Month,Credit Card,19.866918714579796,503,81,3,24.87250410412722,0,34.29972953857904,0,0,0,1,0.32805230957510445,0.48160471942893635,0.1535524098538319,157.46510859605013,181.17026532588943,1
CUST_00108,44,M,NC,48,Basic,One Year,Credit Card,21.915702987120937,0,127,4,32.65279251442558,1,29.7607450822393,0,0,1,0,0.42042443858522344,0.5841120648085689,0.1636876262233455,201.80373052090724,230.3737911081131,1
CUST_00109,45,F,FL,1,Basic,Month-to-Month,Mailed Check,12.069844654303111,213,93,6,30.572666707282416,0,23.337661894200235,0,0,0,1,0.5061058051059114,0.6128290268960699,0.1067232217901585,242.93078645083747,244.15793291011357,1
CUST_00110,40,F,NY,3,Basic,One Year,Bank Transfer,18.294837453121367,315,116,7,61.5868451683666,1,41.146128449492075,0,0,1,1,0.5622223290437187,0.6388917585258747,0.07666942948215592,269.866717940985,256.66804409241985,0
CUST_00111,18,F,TX,9,Basic,One Year,Credit Card,46.66527882798704,554,88,1,37.53458523523814,1,34.9472746092607,0,0,1,1,0.6749183766552096,0.9430748000641096,0.26815642340890006,323.9608207945006,402.6759040307726,1
CUST_00112,41,M,FL,10,Basic,Month-to-Month,Bank Transfer,12.24465367666487,145,102,10,33.147133341989594,0,26.36580522335133,1,1,1,0,0.31374200169971883,0.5435963715496854,0.22985436984996654,150.59616081586503,210.92625834384899,1
CUST_00113,42,M,MI,45,Basic,Month-to-Month,Credit Card,3.1830979561968,386,87,3,8.27752567714182,2,35.24153305360589,0,0,0,0,0.32306528183806615,0.47817172580272505,0.1551064439646589,155.07133528227175,179.52242838530802,1
CUST_00114,78,M,GA,1,Basic,Month-to-Month,Bank Transfer,29.615738805599946,837,96,4,26.971189071603423,0,30.554207209212755,0,0,0,0,0.4654058382071206,0.6412568797703492,0.1758510415632286,223.3948023394179,257.8033022897676,1
CUST_00115,39,M,TX,24,Basic,Two Year,Bank Transfer,16.577644040896708,463,95,3,56.274411356140256,2,29.300313700978265,0,0,0,1,0.4591926633912191,0.6437765090591061,0.184583845667887,220.41247842778517,259.0127243483709,1
CUST_00116,46,M,GA,3,Basic,Month-to-Month,Electronic Check,17.77526352168684,475,79,2,31.697945042044097,3,29.959331816731837,1,0,0,0,0.4567615978713703,0.6460575218115971,0.18929592394022685,219.24556697825773,260.1076104695666,1
