customer_id,age,gender,state,tenure_months,current_plan,contract_type,payment_method,data_usage_gb,minutes_used,sms_count,login_frequency,app_usage_score,support_calls_3mo,monthly_charges,late_payments_12mo,payment_issues,received_offer,upgraded
CUST_00020,20,F,FL,52,Basic,One Year,Bank Transfer,9.102126152618714,386,100,6,17.28769122018205,2,37.07021215483585,0,0,1,1
CUST_00021,63,M,FL,27,Basic,Month-to-Month,Electronic Check,10.60416003659613,340,112,6,49.51167476048817,2,32.235364165915676,0,0,0,0
CUST_00022,38,M,OH,51,Basic,Month-to-Month,Credit Card,6.30345041852771,512,108,7,26.138144119242828,2,21.594565786370325,0,0,0,1
CUST_00023,43,F,CA,9,Basic,One Year,Bank Transfer,7.225724294710396,64,93,6,18.652064502809107,1,42.45666078582216,1,0,0,1
CUST_00024,20,F,GA,7,Basic,Two Year,Mailed Check,10.12916116682649,515,114,12,25.527185157051168,1,31.261403208601905,0,0,0,0
CUST_00025,33,M,MI,45,Basic,One Year,Electronic Check,15.824456679596203,705,103,9,18.64676656186523,5,30.991479106834472,1,0,0,0
CUST_00026,43,M,NC,12,Basic,Two Year,Electronic Check,22.41187999770038,253,101,4,43.922914268030326,1,33.32671120522233,1,0,1,1
CUST_00027,24,F,MI,29,Basic,Month-to-Month,Credit Card,8.045792027064902,374,96,3,51.668393389087555,1,38.92361837252298,0,0,0,0
CUST_00028,47,M,PA,3,Basic,Two Year,Mailed Check,10.097637485748127,289,109,2,16.115258888156855,2,36.89894774807029,1,0,1,0
CUST_00029,32,M,FL,33,Basic,Month-to-Month,Electronic Check,9.709714956483575,514,76,1,19.695720677507783,1,36.795591753176645,0,0,1,1
CUST_00030,37,M,PA,19,Basic,Two Year,Electronic Check,8.444057171416029,234,102,0,9.783855870209782,0,44.37129981965139,0,0,0,0
CUST_00031,32,M,MI,7,Basic,Month-to-Month,Mailed Check,22.769041027051795,209,96,3,33.82836547575276,1,25.346542650080206,0,1,0,0
CUST_00032,69,F,OH,16,Basic,Month-to-Month,Mailed Check,18.30770695489658,419,99,1,24.51429678062793,2,33.799175248105676,0,0,1,1
CUST_00033,41,M,PA,28,Basic,Month-to-Month,Credit Card,25.8118341867887,517,104,6,28.41415068733054,5,36.30152361028493,0,0,1,1
CUST_00034,26,M,CA,1,Basic,One Year,Credit Card,14.89254890556156,480,113,6,41.37986659402817,2,20.0,0,0,1,1
CUST_00035,54,F,IL,24,Basic,Month-to-Month,Bank Transfer,8.804492124818434,362,111,3,49.80569705008715,2,20.0,2,0,1,1
CUST_00036,23,F,GA,18,Basic,Two Year,Bank Transfer,7.301738423291255,583,102,0,41.26776381921757,1,40.01777278634568,0,0,1,1
CUST_00037,45,F,GA,5,Basic,Month-to-Month,Credit Card,2.7697895004214903,496,94,2,5.588397921116872,2,31.98869446532249,1,0,0,0
CUST_00038,18,M,MI,33,Basic,Month-to-Month,Bank Transfer,7.710237727068009,216,97,2,36.52029444155238,4,20.0,0,0,1,1
CUST_00039,22,F,NC,8,Basic,Month-to-Month,Credit Card,5.971681201762305,0,102,12,31.841243806804115,2,30.147509478648736,0,0,0,0
CUST_00040,44,M,FL,7,Basic,Month-to-Month,Credit Card,20.22532998005179,554,88,3,11.577219138567587,3,30.533392227641286,0,1,1,1
CUST_00041,53,F,MI,15,Basic,One Year,Credit Card,21.397210843149338,398,105,3,8.869529803661216,1,37.70279203839284,0,0,0,1
CUST_00042,44,M,PA,27,Basic,One Year,Credit Card,6.384857836339142,228,89,5,19.69413860481688,1,25.989711692371237,0,0,1,0
CUST_00043,40,F,OH,63,Basic,Two Year,Electronic Check,12.578360791413129,775,93,6,23.69439519438777,2,34.61093265625031,0,0,0,1
CUST_00044,37,F,IL,3,Basic,Month-to-Month,Mailed Check,7.503245168883663,772,100,9,24.26865965014179,1,26.535799698360417,0,1,0,0
CUST_00045,19,M,GA,12,Basic,Two Year,Bank Transfer,25.48836236006672,704,82,9,20.645286497954206,1,49.81941292326873,0,1,0,0
CUST_00046,31,F,TX,1,Basic,Month-to-Month,Bank Transfer,8.469453108801444,495,98,8,33.58490975861665,2,22.88186016091985,2,0,0,0
CUST_00047,35,F,GA,34,Basic,Two Year,Credit Card,14.291393701098267,0,114,3,43.9187295678552,1,30.328796332672724,1,0,0,0
CUST_00048,57,F,IL,14,Basic,Month-to-Month,Bank Transfer,30.02471877959103,685,108,8,11.13636214115444,0,29.11285439119816,0,1,1,1
CUST_00049,47,F,CA,29,Basic,One Year,Electronic Check,19.388743267103028,265,86,6,23.32833658513295,1,35.863551702518244,1,1,1,1
CUST_00050,18,F,PA,9,Basic,One Year,Bank Transfer,13.965721741119935,338,103,7,75.50355541550772,2,42.32351814008085,2,0,1,1
CUST_00051,46,M,NY,44,Basic,Month-to-Month,Credit Card,12.774154038570797,629,115,4,56.360304265672355,0,31.129349308332092,1,0,1,1
CUST_00052,36,M,OH,18,Basic,Month-to-Month,Electronic Check,5.688808476887538,856,103,2,24.921588287658988,3,20.336145743744023,0,1,1,0
CUST_00053,31,F,NC,69,Basic,One Year,Mailed Check,10.665424209875896,758,98,2,35.02921920145012,1,47.39448048443054,0,0,0,1
CUST_00054,51,F,TX,1,Basic,Month-to-Month,Credit Card,14.162767749742224,484,114,10,38.96050527205185,2,39.246740568515,1,0,0,1
CUST_00055,57,M,MI,17,Basic,One Year,Credit Card,19.52537280203551,597,101,8,17.621371909409593,1,22.9342894998314,0,0,0,1
CUST_00056,55,M,FL,34,Basic,One Year,Credit Card,10.21980331539617,228,119,3,15.057944566665062,1,23.598552635357706,0,0,0,1
CUST_00057,29,F,FL,22,Basic,One Year,Credit Card,17.018368350227515,125,89,3,32.918140220079295,2,21.895036203839595,1,0,0,0
CUST_00058,37,M,FL,1,Basic,Two Year,Electronic Check,9.363157342537978,665,105,3,40.41980066635396,4,33.30613313614229,0,0,0,1
CUST_00059,46,F,TX,86,Basic,Month-to-Month,Mailed Check,22.652802814065605,514,113,4,25.593732682827152,1,40.54088310999113,2,0,1,1
CUST_00060,56,F,IL,8,Basic,Month-to-Month,Bank Transfer,17.675137418390953,160,107,2,30.907887972707805,1,25.638887449825194,1,1,1,1
CUST_00061,34,F,NC,6,Basic,Month-to-Month,Electronic Check,20.005249217170423,440,130,5,22.88354799756642,2,29.08281561446745,2,1,1,1
CUST_00062,39,F,GA,15,Basic,One Year,Bank Transfer,30.760197709517424,573,106,9,12.940996682047526,3,40.06049636452771,1,1,0,1
CUST_00063,25,M,MI,18,Basic,Two Year,Credit Card,25.08635258326736,631,81,6,22.47859235564557,2,30.370752052907775,0,0,1,1
CUST_00064,24,M,NY,34,Basic,Two Year,Bank Transfer,6.795620747512874,575,108,2,5.784987115277156,3,35.191068758265686,1,0,1,1
CUST_00065,54,M,NC,11,Basic,Two Year,Electronic Check,14.061577246603765,377,116,7,57.60036431448216,2,20.0,0,0,0,0
CUST_00066,62,F,MI,13,Basic,Two Year,Electronic Check,25.74337252359274,280,93,6,11.945719299309195,1,27.12827008411378,2,0,0,0
CUST_00067,40,M,NY,18,Basic,Two Year,Credit Card,19.505354426897043,473,101,1,16.117220234605494,1,28.389292768366488,0,0,0,0
CUST_00068,57,F,OH,12,Basic,Month-to-Month,Bank Transfer,5.330447117672933,610,118,6,37.69926968774838,3,34.43905735294055,0,1,1,1
CUST_00069,47,F,IL,59,Basic,Two Year,Credit Card,7.717214209943628,631,84,8,20.52934222690428,3,46.32331534779671,3,0,0,0
CUST_00070,32,M,OH,45,Basic,One Year,Electronic Check,15.805181662283063,766,108,2,18.923027108011954,2,33.451396496361774,0,0,0,0
CUST_00071,47,F,IL,14,Basic,Month-to-Month,Bank Transfer,15.954812409253813,457,91,11,3.413220856092663,2,29.288288811990498,0,0,1,0
CUST_00072,65,F,PA,1,Basic,Month-to-Month,Credit Card,5.425447695885039,227,94,0,15.254524390580485,1,53.17473281969591,0,0,0,0
CUST_00073,41,F,GA,55,Basic,Month-to-Month,Electronic Check,9.357998282419244,667,94,3,14.97975226132752,2,29.510678662902055,0,0,1,0
CUST_00074,65,M,CA,3,Basic,One Year,Bank Transfer,20.36718936043497,466,111,8,14.358459969937169,1,37.20300244055534,1,1,1,1
CUST_00075,18,F,CA,6,Basic,One Year,Credit Card,10.516203273764004,193,111,3,35.30495336971043,1,45.61415871235293,0,0,0,0
CUST_00076,54,M,IL,3,Basic,Month-to-Month,Electronic Check,22.42152005908684,574,107,1,41.8702454602859,1,26.323219286032945,1,0,0,1
CUST_00077,43,F,CA,4,Basic,One Year,Credit Card,11.640737384542954,732,88,2,52.30783941101962,1,32.06942056728978,0,1,0,0
CUST_00078,37,M,TX,38,Basic,Month-to-Month,Credit Card,17.462036100844866,526,107,2,30.97013880412063,1,33.61373294595821,0,0,0,1
CUST_00079,43,F,MI,20,Basic,Two Year,Credit Card,8.675892623745233,734,104,1,17.78893875356423,1,33.31298059523269,0,0,0,0
CUST_00080,18,M,NC,75,Basic,One Year,Credit Card,21.433164867147344,353,89,11,6.208298074610154,2,34.62638596324184,0,0,0,1
CUST_00081,38,M,OH,6,Basic,Two Year,Bank Transfer,25.0515293705552,304,98,5,21.118671191435322,3,49.14576909108253,2,0,0,1
CUST_00082,47,F,PA,15,Basic,Month-to-Month,Bank Transfer,8.016124803987822,620,103,6,28.616729925399696,3,39.962968960852855,0,0,0,0
CUST_00083,64,F,GA,90,Basic,Two Year,Bank Transfer,19.54685389782999,379,102,2,85.46894597650959,0,25.568239429125498,0,1,1,1
CUST_00084,34,F,GA,42,Basic,Month-to-Month,Credit Card,20.265040336384974,691,100,4,35.17581147446564,2,44.63896067353619,0,1,0,1
CUST_00085,29,F,PA,31,Basic,Month-to-Month,Credit Card,12.175676283341012,484,87,7,22.633851228473823,2,35.57449563245117,0,0,0,1
CUST_00086,34,M,FL,5,Basic,Month-to-Month,Bank Transfer,25.45103442618343,693,107,2,26.853984944777416,2,27.91963122453943,1,0,0,1
CUST_00087,55,F,FL,35,Basic,One Year,Bank Transfer,3.729047594659579,576,105,7,5.118962058160436,2,40.65663089848482,1,0,1,0
CUST_00088,46,M,FL,10,Basic,Two Year,Credit Card,6.037773291539814,269,101,5,9.02256692195147,3,45.23135194762199,0,0,1,0
CUST_00089,34,F,PA,18,Basic,One Year,Credit Card,29.320233441363204,51,94,2,46.9618103471247,0,52.89420866623122,0,1,0,1
CUST_00090,49,M,CA,22,Basic,Two Year,Credit Card,23.18091392380492,606,109,3,35.1283637253009,3,30.230565435660846,1,1,1,1
CUST_00091,43,M,NY,22,Basic,Month-to-Month,Credit Card,8.874806567124567,563,100,3,17.378996356709326,2,36.21630763569714,0,1,1,0
CUST_00092,56,M,PA,31,Basic,Month-to-Month,Credit Card,25.52639165527833,246,105,3,29.80703504279221,1,44.240560172096146,0,0,0,1
CUST_00093,31,F,CA,26,Basic,One Year,Electronic Check,27.85233813636645,609,87,14,39.17267218421129,2,38.646644903573375,1,0,0,0
CUST_00094,37,F,NC,1,Basic,Month-to-Month,Credit Card,22.46898273677184,728,105,4,36.04229548849866,3,33.17169315194127,1,0,1,1
CUST_00095,36,M,PA,14,Basic,Two Year,Credit Card,16.324958376772752,308,101,0,15.629257472482585,0,39.858237938065095,1,0,0,0
CUST_00096,20,M,OH,26,Basic,One Year,Bank Transfer,13.16639822815449,63,111,8,40.154877464384576,2,40.13234690674093,0,1,0,0
CUST_00097,46,M,CA,8,Basic,Month-to-Month,Bank Transfer,21.946621894607432,644,83,14,36.559262591243275,1,32.45512596211208,0,0,1,1
CUST_00098,45,M,GA,9,Basic,One Year,Bank Transfer,12.284829251431773,704,92,3,41.30435296592684,2,31.785364693683103,1,0,0,1
CUST_00099,42,M,IL,3,Basic,Month-to-Month,Credit Card,15.152287340712466,303,103,13,31.46968574308063,1,34.82350863291786,0,1,0,0
CUST_00100,38,F,IL,13,Basic,Month-to-Month,Electronic Check,8.097502930404465,604,95,4,34.596894251358776,2,43.98056466928947,0,0,0,0
CUST_00101,20,M,PA,103,Basic,One Year,Bank Transfer,6.942752190849646,516,101,5,38.58980003930409,1,27.324127560777153,0,0,1,1
CUST_00102,35,F,OH,8,Basic,One Year,Credit Card,14.75282486633079,428,98,1,35.95843752650343,4,33.83474359173806,0,0,1,1
CUST_00103,36,F,OH,18,Basic,Two Year,Credit Card,13.45365509561518,566,112,1,33.55284227040654,1,52.144259209093185,1,0,0,0
CUST_00104,29,F,IL,32,Basic,Month-to-Month,Credit Card,30.266934147745488,349,87,5,34.57598219951009,2,28.026084051841277,0,0,1,1
CUST_00105,39,M,CA,1,Basic,One Year,Electronic Check,27.655960446097083,229,104,12,27.310552631821018,3,33.01429357494851,2,0,1,1
CUST_00106,48,M,NC,55,Basic,Month-to-Month,Bank Transfer,6.415513617624345,531,88,2,19.935315840628668,0,46.724393033036996,0,0,1,0
CUST_00107,70,M,PA,11,Basic,Month-to-Month,Credit Card,19.866918714579796,503,81,3,24.87250410412722,0,34.29972953857904,0,0,0,1
CUST_00108,44,M,NC,48,Basic,One Year,Credit Card,21.915702987120937,0,127,4,32.65279251442558,1,29.7607450822393,0,0,1,1
CUST_00109,45,F,FL,1,Basic,Month-to-Month,Mailed Check,12.069844654303111,213,93,6,30.572666707282416,0,23.337661894200235,0,0,0,1
CUST_00110,40,F,NY,3,Basic,One Year,Bank Transfer,18.294837453121367,315,116,7,61.5868451683666,1,41.146128449492075,0,0,1,1
CUST_00111,18,F,TX,9,Basic,One Year,Credit Card,46.66527882798704,554,88,1,37.53458523523814,1,34.9472746092607,0,0,1,1
CUST_00112,41,M,FL,10,Basic,Month-to-Month,Bank Transfer,12.24465367666487,145,102,10,33.147133341989594,0,26.36580522335133,1,1,1,1
CUST_00113,42,M,MI,45,Basic,Month-to-Month,Credit Card,3.1830979561968,386,87,3,8.27752567714182,2,35.24153305360589,0,0,0,0
CUST_00114,78,M,GA,1,Basic,Month-to-Month,Bank Transfer,29.615738805599946,837,96,4,26.971189071603423,0,30.554207209212755,0,0,0,0
CUST_00115,39,M,TX,24,Basic,Two Year,Bank Transfer,16.577644040896708,463,95,3,56.274411356140256,2,29.300313700978265,0,0,0,1
CUST_00116,46,M,GA,3,Basic,Month-to-Month,Electronic Check,17.77526352168684,475,79,2,31.697945042044097,3,29.959331816731837,1,0,0,0
CUST_00117,41,M,PA,41,Basic,Month-to-Month,Bank Transfer,30.927739606705398,437,93,5,16.125620062615166,1,35.93807856434572,1,0,0,0
CUST_00118,24,F,FL,36,Basic,One Year,Credit Card,6.296198842413125,646,139,0,33.93212437743872,3,28.590903414389267,0,0,0,0
CUST_00119,59,F,OH,16,Basic,Two Year,Electronic Check,26.481472407173822,458,100,6,24.636032423413646,1,38.739828645950794,0,0,1,0
CUST_00120,53,M,IL,5,Basic,Two Year,Electronic Check,11.920134706751796,406,81,8,10.524061829126563,1,43.534023666139305,0,1,1,0
CUST_00121,53,F,IL,24,Basic,Month-to-Month,Bank Transfer,2.074175390448308,480,71,3,25.05293155019654,1,31.097795886558334,0,0,1,1
CUST_00122,28,F,NC,4,Basic,Month-to-Month,Credit Card,4.48885533435876,715,91,3,45.76136043223277,0,44.10003256629438,0,0,0,0
CUST_00123,63,F,TX,5,Basic,One Year,Electronic Check,26.808615522339938,530,110,5,64.39591639771798,3,38.90211176446181,1,0,1,1
CUST_00124,20,F,MI,23,Basic,Two Year,Credit Card,13.937665793797446,461,111,1,5.830486198244287,0,34.59213327265993,1,0,0,1
CUST_00125,50,M,FL,113,Basic,Month-to-Month,Credit Card,23.463681149866673,685,93,22,11.430896916781128,3,44.536984300217384,0,0,0,1
CUST_00126,74,F,IL,53,Basic,Month-to-Month,Credit Card,27.688952007626288,345,109,5,51.66974225325396,1,22.53299589128393,1,0,0,1
CUST_00127,27,M,CA,21,Basic,Month-to-Month,Credit Card,20.761834650476754,0,91,5,0.35692426209687045,1,25.495675838895927,0,0,0,0
CUST_00128,33,M,OH,18,Basic,Month-to-Month,Electronic Check,8.107420171177143,539,114,4,5.166726289478723,0,35.10805838368453,0,0,1,1
CUST_00129,43,F,GA,120,Basic,One Year,Credit Card,12.725730818192053,537,95,1,20.479462678574944,2,33.35473094057492,2,0,0,0
CUST_00130,34,M,PA,19,Basic,Month-to-Month,Credit Card,13.355198031508486,325,79,4,31.130256842751603,1,36.76492169677044,1,0,0,1
CUST_00131,18,F,NC,13,Basic,Month-to-Month,Bank Transfer,9.85898960285471,396,102,2,38.590438070425094,1,42.22150805123688,1,0,1,0
CUST_00132,43,M,TX,57,Basic,Month-to-Month,Bank Transfer,10.206759152048331,701,81,6,17.22968480891415,1,37.34802515037027,0,0,1,1
CUST_00133,26,M,NY,6,Basic,Month-to-Month,Electronic Check,20.63358283199478,540,90,7,40.35516663936438,1,41.71942074088119,0,0,0,0
CUST_00134,49,F,IL,2,Basic,Month-to-Month,Credit Card,6.5663917960419,744,104,3,14.52369708938957,1,26.06556488976846,0,0,1,0
CUST_00135,28,F,NC,24,Basic,Month-to-Month,Credit Card,8.550306790478686,503,77,7,19.055167271205654,1,34.655610517074905,0,0,1,1
CUST_00136,65,M,CA,2,Basic,Two Year,Bank Transfer,19.15144773916259,419,109,7,22.96223710326654,1,36.331956791632116,0,0,0,0
CUST_00137,30,F,CA,11,Basic,Month-to-Month,Credit Card,23.43488457357454,591,90,5,26.333789224835403,3,29.20351779428027,1,0,1,0
CUST_00138,37,M,MI,13,Basic,One Year,Credit Card,24.949521770504862,523,130,6,25.251808666422882,1,43.373932178711335,2,0,1,1
CUST_00139,54,F,TX,19,Basic,Two Year,Electronic Check,27.336336323166684,537,88,0,63.36328945936479,1,47.329123887149514,0,0,1,0
CUST_00140,23,M,MI,114,Basic,Month-to-Month,Bank Transfer,10.357863524015848,403,107,6,26.40212705443424,1,29.543075816330603,0,0,1,1
CUST_00141,45,M,TX,5,Basic,Month-to-Month,Bank Transfer,6.626621290773991,335,109,4,8.348904566166802,1,32.99121097678736,1,0,1,0
CUST_00142,61,M,IL,11,Basic,Month-to-Month,Bank Transfer,10.363655375904216,343,107,8,25.059878717636895,2,36.99000453143925,0,0,0,0
CUST_00143,18,M,FL,3,Basic,One Year,Bank Transfer,6.095929917594322,553,93,3,58.692255177438234,2,40.141697917510896,1,0,0,1
CUST_00144,44,M,PA,22,Basic,One Year,Credit Card,17.118552872263358,579,105,4,57.22247074256751,3,32.2267986864519,0,0,1,1
CUST_00145,45,F,GA,31,Basic,Month-to-Month,Credit Card,20.36332455917854,0,88,5,58.04995830976749,1,31.40216375876232,0,0,0,0
CUST_00146,53,M,GA,15,Basic,Two Year,Credit Card,19.667202491897978,303,97,5,5.94511737023057,2,38.83908787128205,0,0,0,0
CUST_00147,23,F,FL,6,Basic,One Year,Mailed Check,10.814437356632748,131,98,0,14.10690121057633,4,20.0,0,0,0,0
CUST_00148,22,F,CA,23,Basic,Month-to-Month,Electronic Check,19.93853883938619,350,99,3,24.218262867415362,2,29.48034797243036,0,0,0,0
CUST_00149,49,M,OH,18,Basic,One Year,Bank Transfer,16.94336388360384,329,104,4,21.393531739853522,1,48.92400974906984,0,0,0,1
CUST_00150,46,M,PA,4,Basic,Month-to-Month,Credit Card,23.68082853864633,479,100,19,23.48199008255219,1,20.0,3,0,1,1
CUST_00151,45,F,IL,12,Basic,One Year,Credit Card,23.07189108675984,487,109,7,22.664802069954153,1,33.411230590191316,0,0,0,0
CUST_00152,47,M,FL,13,Basic,Month-to-Month,Electronic Check,18.98761980851047,876,92,8,18.29264004893831,2,26.941901803530975,0,1,0,1
CUST_00153,31,M,PA,97,Basic,One Year,Mailed Check,36.38561364837601,524,111,15,31.186817221380707,1,27.589429692217262,0,0,0,1
CUST_00154,45,F,GA,45,Basic,Month-to-Month,Credit Card,16.54974588494885,577,97,1,3.199955439680491,1,40.09217651523996,0,0,1,1
CUST_00155,46,F,PA,31,Basic,One Year,Mailed Check,7.696575869246079,165,88,2,47.22205340118275,4,28.879180031323102,0,0,1,0
CUST_00156,31,F,TX,52,Basic,Month-to-Month,Credit Card,26.264512619287075,383,99,4,43.6434137614099,0,39.27124856617729,0,0,1,1
CUST_00157,69,F,NC,31,Basic,One Year,Credit Card,7.596579148619604,233,91,8,30.803847507944376,4,32.66886833664493,0,0,0,0
CUST_00158,49,F,TX,56,Basic,Month-to-Month,Credit Card,14.876769258874385,569,103,7,59.7634076452376,3,46.39593048642388,0,0,1,1
CUST_00159,24,F,FL,1,Basic,Month-to-Month,Electronic Check,14.334259007435971,460,91,5,50.62357875884834,3,39.80474177042021,0,0,1,0
CUST_00160,51,M,IL,14,Basic,Month-to-Month,Bank Transfer,13.714681160166634,381,96,4,51.26304501372169,2,41.55796680339933,0,0,0,0
CUST_00161,27,F,NY,32,Basic,Month-to-Month,Electronic Check,4.887449951970609,641,93,1,46.574773561393236,1,22.418903043865754,1,1,0,0
CUST_00162,53,F,MI,21,Basic,One Year,Credit Card,12.578088466370051,396,84,3,71.56752441054202,2,42.298812278745444,1,0,1,1
CUST_00163,59,M,MI,4,Basic,Two Year,Bank Transfer,31.716886962675197,716,101,1,11.166334024140044,1,28.64449445582853,1,1,0,1
CUST_00164,29,M,NY,9,Basic,One Year,Credit Card,12.369347638823287,714,90,7,30.638393172834625,1,37.2774631001565,2,0,0,1
CUST_00165,56,M,PA,9,Basic,Two Year,Credit Card,3.052243223632407,322,84,5,3.1016285688821417,1,20.0,0,0,0,1
CUST_00166,48,M,NY,7,Basic,Month-to-Month,Credit Card,13.874066234795297,672,85,1,7.939074021064305,0,34.74008044074139,1,0,0,0
CUST_00167,54,M,MI,10,Basic,Month-to-Month,Electronic Check,19.658362616483736,472,104,5,45.94207123356372,2,40.20205393951764,0,0,1,1
CUST_00168,70,M,CA,17,Basic,One Year,Bank Transfer,14.804048424484996,371,102,4,33.47429331001487,3,30.390803621551036,0,0,1,1
CUST_00169,38,F,GA,46,Basic,Two Year,Credit Card,10.766707759729659,528,94,9,38.05520841881581,5,30.985440857059423,1,0,0,1
CUST_00170,30,M,MI,32,Basic,One Year,Credit Card,7.1709471557902225,132,110,2,42.269288065504746,3,42.26935840999433,1,0,1,1
CUST_00171,28,M,MI,43,Basic,Month-to-Month,Electronic Check,10.282965034450488,342,101,7,36.77886076435634,0,20.0,0,0,0,0
CUST_00172,29,M,CA,51,Basic,Month-to-Month,Credit Card,18.90340539265144,533,93,5,44.339152033100646,1,31.863209834977326,0,0,0,0
CUST_00173,40,M,MI,12,Basic,Month-to-Month,Mailed Check,21.64209594776117,391,122,3,69.15089482440732,0,52.92738540453992,1,0,1,1
CUST_00174,47,F,PA,10,Basic,Month-to-Month,Mailed Check,8.553419660168117,665,101,8,46.45598957525055,3,45.50227472446304,0,1,0,1
CUST_00175,46,M,CA,1,Basic,One Year,Bank Transfer,23.361293977497866,370,83,8,29.523562216088873,1,54.32418109095086,0,0,0,1
CUST_00176,54,M,GA,63,Basic,Month-to-Month,Bank Transfer,15.450813376075434,474,121,12,30.345203473894273,3,29.79978109628759,1,0,1,1
CUST_00177,42,F,IL,1,Basic,Two Year,Bank Transfer,16.586081552984,425,93,1,55.42350683782923,2,34.17216988343407,1,0,0,1
CUST_00178,63,F,TX,32,Basic,Two Year,Credit Card,17.5882868986602,144,128,7,24.75557613039282,3,44.94534854069494,1,0,0,1
CUST_00179,38,F,IL,11,Basic,Two Year,Credit Card,9.957498705345458,528,86,6,10.128846944084787,1,21.8800719770363,1,0,1,1
CUST_00180,80,M,CA,71,Basic,Two Year,Credit Card,29.882415889726055,513,100,5,10.112267483561418,1,33.220696892424726,0,0,1,0
CUST_00181,51,F,CA,13,Basic,Month-to-Month,Mailed Check,32.90067810414734,63,103,11,31.290648876493886,1,46.9349558254531,1,1,0,0
CUST_00182,29,F,FL,40,Basic,Two Year,Electronic Check,6.59901889253275,0,99,4,37.76736109738989,1,33.58230814091215,1,0,0,0
CUST_00183,25,F,NC,7,Basic,Month-to-Month,Credit Card,5.14708624134734,359,94,15,18.928810177253162,2,43.73825493570239,0,0,0,1
CUST_00184,49,M,NC,8,Basic,Two Year,Bank Transfer,16.00622136268338,696,104,4,40.425255158068104,1,32.430145844692966,0,0,0,0
CUST_00185,38,M,CA,21,Basic,Month-to-Month,Credit Card,7.903643827372829,993,96,0,14.993094199405817,1,33.78714215519982,0,0,1,0
CUST_00186,52,F,TX,120,Basic,Month-to-Month,Electronic Check,19.24368405184419,85,97,4,12.462131896204747,3,29.17600483829092,0,1,0,1
CUST_00187,49,M,FL,17,Basic,Month-to-Month,Credit Card,16.179314511904384,775,100,3,13.369279216452037,3,37.93507299255704,1,0,1,1
CUST_00188,40,M,NY,66,Basic,Month-to-Month,Bank Transfer,10.299764472418609,682,103,5,22.8067850655879,3,28.371175049845952,0,1,0,1
CUST_00189,29,M,OH,37,Basic,Two Year,Credit Card,4.990742286967925,333,118,4,17.003027334072016,1,37.72220739821679,0,1,0,0
