Survived,Pclass,Age,SibSp,Parch,HasCabinInfo,FamilySize,IsAlone,logFare,FemaleClass1,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
1,1,28.0,0,0,True,1,1,3.597312260588446,0,False,True,False,False,True
0,3,8.0,3,1,False,5,0,3.094445746490024,0,True,False,False,False,True
1,3,38.0,1,5,False,7,0,3.4777725458882283,0,True,False,False,False,True
0,3,28.0,0,0,False,1,1,2.1071782966514356,0,False,True,True,False,False
0,1,19.0,3,2,True,6,0,5.575949103146316,0,False,True,False,False,True
1,3,28.0,0,0,False,1,1,2.1837114628556327,0,True,False,False,True,False
0,3,28.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
0,1,40.0,0,0,False,1,1,3.357621598945279,0,False,True,True,False,False
1,1,28.0,1,0,True,2,0,4.993969182787072,1,True,False,True,False,False
1,3,28.0,0,0,False,1,1,2.169053700369523,0,True,False,False,True,False
0,2,66.0,0,0,False,1,1,2.4423470353692043,0,False,True,False,False,True
0,1,28.0,1,0,False,2,0,4.420896324687287,0,False,True,True,False,False
0,1,42.0,1,0,False,2,0,3.970291913552122,0,False,True,False,False,True
1,3,28.0,0,0,False,1,1,2.1076888046179385,0,False,True,True,False,False
0,3,21.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,3,18.0,2,0,False,3,0,2.9444389791664403,0,True,False,False,False,True
1,3,14.0,1,0,False,2,0,2.5048481563289,0,True,False,True,False,False
0,3,40.0,1,0,False,2,0,2.3489914658082016,0,True,False,False,False,True
0,2,27.0,1,0,False,2,0,3.091042453358316,0,True,False,False,False,True
0,3,28.0,0,0,False,1,1,2.1855792552411137,0,False,True,True,False,False
1,2,3.0,1,2,False,4,0,3.7513658711253766,0,True,False,True,False,False
1,3,19.0,0,0,False,1,1,2.1837114628556327,0,True,False,False,True,False
0,3,28.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,3,28.0,1,0,False,2,0,2.803360380906535,0,False,True,False,True,False
1,3,28.0,0,0,False,1,1,2.169053700369523,0,True,False,False,True,False
0,3,28.0,2,0,False,3,0,3.121448204868825,0,False,True,True,False,False
0,3,18.0,1,0,False,2,0,2.9338568698359033,0,True,False,False,False,True
0,3,7.0,4,1,False,6,0,3.705920919968788,0,False,True,False,False,True
0,3,21.0,0,0,False,1,1,2.174751721484161,0,False,True,False,False,True
1,1,49.0,1,0,True,2,0,4.353230991152628,1,True,False,True,False,False
1,2,29.0,1,0,False,2,0,3.295836866004329,0,True,False,False,False,True
0,1,65.0,0,1,True,2,0,4.142804513146981,0,False,True,True,False,False
1,1,28.0,0,0,True,1,1,3.597312260588446,0,False,True,False,False,True
1,2,21.0,0,0,False,1,1,2.4423470353692043,0,True,False,False,False,True
0,3,28.5,0,0,False,1,1,2.1076888046179385,0,False,True,True,False,False
1,2,5.0,1,2,False,4,0,3.3586377672433594,0,True,False,False,False,True
0,3,11.0,5,2,False,8,0,3.8691155044168695,0,False,True,False,False,True
0,3,22.0,0,0,False,1,1,2.1076888046179385,0,False,True,True,False,False
1,1,38.0,0,0,True,1,1,4.394449154672439,1,True,False,False,False,True
0,1,45.0,1,0,True,2,0,4.436455632600354,0,False,True,False,False,True
0,3,4.0,3,2,False,6,0,3.3638415951183864,0,False,True,False,False,True
0,1,28.0,0,0,False,1,1,3.357621598945279,0,False,True,True,False,False
1,3,28.0,1,1,False,3,0,2.7878344138303452,0,False,True,True,False,False
1,2,29.0,0,0,True,1,1,2.4423470353692043,0,True,False,False,False,True
0,3,19.0,0,0,False,1,1,2.2146605719425225,0,False,True,False,False,True
1,3,17.0,4,2,False,7,0,2.188856327665703,0,True,False,False,False,True
0,3,26.0,2,0,False,3,0,2.2682524139135403,0,False,True,False,False,True
0,2,32.0,0,0,False,1,1,2.4423470353692043,0,False,True,False,False,True
0,3,16.0,5,2,False,8,0,3.8691155044168695,0,True,False,False,False,True
0,2,21.0,0,0,False,1,1,4.310799125385514,0,False,True,False,False,True
0,3,26.0,1,0,False,2,0,2.737880811060884,0,False,True,True,False,False
1,3,32.0,0,0,False,1,1,4.051711901657239,0,False,True,False,False,True
0,3,25.0,0,0,True,1,1,2.157559320943788,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
1,2,0.83,0,2,False,3,0,3.4011973816621555,0,False,True,False,False,True
1,3,30.0,0,0,False,1,1,2.600836116795061,0,True,False,False,False,True
0,3,22.0,0,0,False,1,1,2.302585092994046,0,False,True,False,False,True
1,3,29.0,0,0,False,1,1,2.3513752571634776,0,False,True,False,False,True
1,3,28.0,0,0,False,1,1,2.1733302571367834,0,True,False,False,True,False
0,1,28.0,0,0,False,1,1,3.8732821771117156,0,False,True,False,False,True
1,2,17.0,0,0,False,1,1,2.4423470353692043,0,True,False,False,False,True
1,3,33.0,3,0,False,4,0,2.8243506567983707,0,True,False,False,False,True
0,3,16.0,1,3,False,5,0,3.5660053559634015,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
1,1,23.0,3,2,True,6,0,5.575949103146316,1,True,False,False,False,True
0,3,24.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,3,29.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,3,20.0,0,0,False,1,1,2.180891922715322,0,False,True,False,False,True
0,1,46.0,1,0,True,2,0,4.1299529896894684,0,False,True,False,False,True
0,3,26.0,1,2,False,4,0,3.0715352369694915,0,False,True,False,False,True
0,3,59.0,0,0,False,1,1,2.1102132003465894,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,1,71.0,0,0,True,1,1,3.57386695198272,0,False,True,True,False,False
1,1,23.0,0,1,True,2,0,4.164465907853638,0,False,True,True,False,False
1,2,34.0,0,1,False,2,0,3.1780538303479458,0,True,False,False,False,True
0,2,34.0,1,0,False,2,0,3.295836866004329,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.1855792552411137,0,True,False,False,False,True
0,3,28.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
0,1,21.0,0,1,True,2,0,4.360387947851531,0,False,True,False,False,True
0,3,33.0,0,0,False,1,1,2.267393053825037,0,False,True,False,False,True
0,3,37.0,2,0,False,3,0,2.188856327665703,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
1,3,21.0,0,0,False,1,1,2.157559320943788,0,True,False,False,False,True
1,3,28.0,0,0,False,1,1,2.1719067693519296,0,False,True,False,False,True
0,3,38.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
1,3,28.0,1,0,False,2,0,3.224857896545748,0,True,False,False,True,False
0,1,47.0,0,0,True,1,1,3.970291913552122,0,False,True,False,False,True
0,3,14.5,1,0,False,2,0,2.737880811060884,0,True,False,True,False,False
0,3,22.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,3,20.0,1,0,False,2,0,2.3818582738885534,0,True,False,False,False,True
0,3,17.0,0,0,False,1,1,2.738146075922933,0,True,False,True,False,False
0,3,21.0,0,0,False,1,1,2.188856327665703,0,False,True,False,False,True
0,3,70.5,0,0,False,1,1,2.169053700369523,0,False,True,False,True,False
0,2,29.0,1,0,False,2,0,3.091042453358316,0,False,True,False,False,True
0,1,24.0,0,1,True,2,0,5.515526544247129,0,False,True,True,False,False
0,3,2.0,4,2,False,7,0,3.4742929367327062,0,True,False,False,False,True
0,2,21.0,2,0,False,3,0,4.310799125385514,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,2,32.5,1,0,False,2,0,3.436268471383741,0,False,True,True,False,False
1,2,32.5,0,0,True,1,1,2.639057329615259,0,True,False,False,False,True
0,1,54.0,0,1,True,2,0,4.360387947851531,0,False,True,False,False,True
1,3,12.0,1,0,False,2,0,2.5048481563289,0,False,True,True,False,False
0,3,28.0,0,0,False,1,1,2.169053700369523,0,False,True,False,True,False
1,3,24.0,0,0,False,1,1,2.0969990034181696,0,False,True,False,False,True
1,3,28.0,1,1,True,3,0,3.1509523813392697,0,True,False,True,False,False
0,3,45.0,0,0,False,1,1,2.076311648670908,0,False,True,False,False,True
0,3,33.0,0,0,False,1,1,2.1855792552411137,0,False,True,True,False,False
0,3,20.0,0,0,False,1,1,2.085672091430472,0,False,True,False,False,True
0,3,47.0,1,0,False,2,0,2.740840023925201,0,True,False,False,False,True
1,2,29.0,1,0,False,2,0,3.295836866004329,0,True,False,False,False,True
0,2,25.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
0,2,23.0,0,0,False,1,1,2.775447133088262,0,False,True,True,False,False
1,1,19.0,0,2,True,3,0,3.3062747934011893,1,True,False,False,False,True
0,1,37.0,1,0,True,2,0,3.9908341858524357,0,False,True,False,False,True
0,3,16.0,0,0,False,1,1,2.3240236363515288,0,False,True,False,False,True
0,1,24.0,0,0,True,1,1,4.384523514872469,0,False,True,True,False,False
0,3,28.0,0,2,False,3,0,2.7878344138303452,0,True,False,True,False,False
1,3,22.0,0,0,False,1,1,2.169053700369523,0,True,False,False,False,True
1,3,24.0,1,0,False,2,0,2.8243506567983707,0,True,False,False,False,True
0,3,19.0,0,0,False,1,1,2.0476928433652555,0,False,True,False,True,False
0,2,18.0,0,0,False,1,1,2.5257286443082556,0,False,True,False,False,True
0,2,19.0,1,1,False,3,0,3.6309854756950335,0,False,True,False,False,True
1,3,27.0,0,0,False,1,1,2.174274334826008,0,False,True,False,False,True
0,3,9.0,2,2,False,5,0,3.5660053559634015,0,True,False,False,False,True
0,2,36.5,0,2,True,3,0,3.295836866004329,0,False,True,False,False,True
0,2,42.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
0,2,51.0,0,0,False,1,1,2.6045398247325453,0,False,True,False,False,True
1,1,22.0,1,0,True,2,0,4.213607983048918,1,True,False,False,False,True
0,3,55.5,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,3,40.5,0,2,False,3,0,2.740840023925201,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.1177604059819726,0,False,True,False,False,True
0,1,51.0,0,1,False,2,0,4.133231886474144,0,False,True,True,False,False
1,3,16.0,0,0,False,1,1,2.167143305297764,0,True,False,False,True,False
0,3,30.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.2682524139135403,0,False,True,False,False,True
0,3,28.0,8,2,False,11,0,4.256321678298823,0,False,True,False,False,True
0,3,44.0,0,1,False,2,0,2.8390784635086144,0,False,True,False,False,True
1,2,40.0,0,0,False,1,1,2.8183982582710754,0,True,False,False,False,True
0,3,26.0,0,0,False,1,1,2.1719067693519296,0,False,True,False,False,True
0,3,17.0,0,0,False,1,1,2.2682524139135403,0,False,True,False,False,True
0,3,1.0,4,1,False,6,0,3.705920919968788,0,False,True,False,False,True
1,3,9.0,0,2,False,3,0,3.0692150503137943,0,False,True,False,False,True
1,1,28.0,0,1,True,2,0,4.02535169073515,1,True,False,False,False,True
0,3,45.0,1,4,False,6,0,3.3638415951183864,0,True,False,False,False,True
0,1,28.0,0,0,False,1,1,3.2930552230424524,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,4.051711901657239,0,False,True,False,False,True
0,1,61.0,0,0,True,1,1,3.5409593240373143,0,False,True,False,False,True
0,3,4.0,4,1,False,6,0,3.405355391810819,0,False,True,False,True,False
1,3,1.0,1,1,False,3,0,2.4959537387180646,0,True,False,False,False,True
0,3,21.0,0,0,False,1,1,2.188856327665703,0,False,True,False,False,True
0,1,56.0,0,0,True,1,1,3.4561841799918147,0,False,True,True,False,False
0,3,18.0,1,1,False,3,0,2.180891922715322,0,False,True,False,False,True
0,3,28.0,3,1,False,5,0,3.275887339030031,0,False,True,False,False,True
0,1,50.0,0,0,True,1,1,3.391567832686312,1,True,False,True,False,False
0,2,30.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
0,3,36.0,0,0,False,1,1,0.0,0,False,True,False,False,True
0,3,28.0,8,2,False,11,0,4.256321678298823,0,True,False,False,False,True
0,2,28.0,0,0,False,1,1,2.775708849576025,0,False,True,True,False,False
0,3,9.0,4,2,False,7,0,3.4777725458882283,0,False,True,False,False,True
1,2,1.0,2,1,True,4,0,3.6888794541139363,0,False,True,False,False,True
1,3,4.0,0,2,False,3,0,3.1365805821413706,0,True,False,False,False,True
0,1,28.0,0,0,True,1,1,3.9318256327243257,0,False,True,False,False,True
1,3,28.0,1,0,False,2,0,2.803360380906535,0,True,False,False,True,False
1,1,45.0,0,0,False,1,1,3.3160025355989236,0,False,True,False,False,True
0,3,40.0,1,1,False,3,0,2.803360380906535,0,False,True,False,True,False
0,3,36.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
1,2,32.0,0,0,False,1,1,2.639057329615259,0,True,False,False,False,True
0,2,19.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
1,3,19.0,1,0,False,2,0,2.180891922715322,0,True,False,False,False,True
1,2,3.0,1,1,True,3,0,3.295836866004329,0,False,True,False,False,True
1,1,44.0,0,0,True,1,1,3.357621598945279,1,True,False,True,False,False
1,1,58.0,0,0,True,1,1,4.993969182787072,1,True,False,True,False,False
0,3,28.0,0,0,False,1,1,2.169053700369523,0,False,True,False,True,False
0,3,42.0,0,1,False,2,0,2.241156397997397,0,False,True,False,False,True
1,3,28.0,0,0,False,1,1,2.169053700369523,0,True,False,False,True,False
0,2,24.0,0,0,False,1,1,2.639057329615259,0,True,False,False,False,True
0,3,28.0,0,0,False,1,1,2.3513752571634776,0,False,True,False,False,True
0,3,28.0,8,2,False,11,0,4.256321678298823,0,False,True,False,False,True
0,3,34.0,0,0,False,1,1,2.0143428636837015,0,False,True,False,False,True
0,3,45.5,0,0,False,1,1,2.1071782966514356,0,False,True,True,False,False
1,3,18.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,3,2.0,0,1,True,2,0,2.4390808375825834,0,True,False,False,False,True
0,3,32.0,1,0,False,2,0,2.8243506567983707,0,False,True,False,False,True
1,3,26.0,0,0,False,1,1,2.9850504252071306,0,False,True,True,False,False
1,3,16.0,0,0,False,1,1,2.169053700369523,0,True,False,False,True,False
1,1,40.0,0,0,True,1,1,3.4657359027997265,0,False,True,True,False,False
0,3,24.0,0,0,False,1,1,2.085672091430472,0,False,True,False,False,True
1,2,35.0,0,0,False,1,1,3.091042453358316,0,True,False,False,False,True
0,3,22.0,0,0,False,1,1,2.1102132003465894,0,False,True,False,False,True
0,2,30.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
0,3,28.0,1,0,False,2,0,2.169053700369523,0,False,True,False,True,False
1,1,31.0,1,0,True,2,0,4.738607824217808,1,True,False,True,False,False
1,3,27.0,0,0,False,1,1,2.188856327665703,0,True,False,False,False,True
0,2,42.0,1,0,False,2,0,3.332204510175204,0,False,True,False,False,True
1,1,32.0,0,0,True,1,1,4.347586575960343,1,True,False,True,False,False
0,2,30.0,0,0,False,1,1,2.4423470353692043,0,False,True,False,False,True
1,3,16.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,2,27.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
0,3,51.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
1,1,38.0,1,0,True,2,0,4.51085950651685,0,False,True,False,False,True
0,3,22.0,0,0,False,1,1,2.336986519711378,0,False,True,False,False,True
1,2,19.0,0,0,False,1,1,2.4423470353692043,0,False,True,False,False,True
0,3,20.5,0,0,False,1,1,2.1102132003465894,0,False,True,False,False,True
0,2,18.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
0,3,28.0,3,1,False,5,0,3.275887339030031,0,True,False,False,False,True
1,1,35.0,1,0,True,2,0,4.436455632600354,1,True,False,False,False,True
0,3,29.0,0,0,False,1,1,2.1719067693519296,0,False,True,False,False,True
0,2,59.0,0,0,False,1,1,2.6741486494265287,0,False,True,False,False,True
1,3,5.0,4,2,False,7,0,3.4777725458882283,0,True,False,False,False,True
0,2,24.0,0,0,False,1,1,2.4423470353692043,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.145931282948669,0,True,False,False,False,True
0,2,44.0,1,0,False,2,0,3.295836866004329,0,False,True,False,False,True
1,2,8.0,0,2,False,3,0,3.305053521109253,0,True,False,False,False,True
0,2,19.0,0,0,False,1,1,2.4423470353692043,0,False,True,False,False,True
0,2,33.0,0,0,False,1,1,2.5858825671280026,0,False,True,False,False,True
0,3,28.0,1,0,False,2,0,2.737880811060884,0,True,False,True,False,False
1,3,28.0,1,0,False,2,0,2.803360380906535,0,True,False,False,True,False
0,2,29.0,0,0,False,1,1,2.4423470353692043,0,False,True,False,False,True
0,3,22.0,0,0,False,1,1,2.094945728215801,0,False,True,False,False,True
0,3,30.0,0,0,False,1,1,2.1071782966514356,0,False,True,True,False,False
0,1,44.0,2,0,True,3,0,4.51085950651685,0,False,True,False,True,False
0,3,25.0,0,0,False,1,1,2.1719067693519296,0,True,False,False,False,True
1,2,24.0,0,2,False,3,0,2.740840023925201,0,True,False,False,False,True
1,1,37.0,1,1,True,3,0,3.9806942251907276,0,False,True,False,False,True
0,2,54.0,1,0,False,2,0,3.295836866004329,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.1102132003465894,0,False,True,False,False,True
0,3,29.0,1,1,True,3,0,2.4390808375825834,0,True,False,False,False,True
0,1,62.0,0,0,True,1,1,3.3160025355989236,0,False,True,False,False,True
0,3,30.0,1,0,False,2,0,2.8390784635086144,0,False,True,False,False,True
0,3,41.0,0,2,False,3,0,3.0545906305603445,0,True,False,False,False,True
1,3,29.0,0,2,False,3,0,2.7878344138303452,0,True,False,True,False,False
1,1,28.0,0,0,False,1,1,4.384523514872469,1,True,False,True,False,False
1,1,30.0,0,0,True,1,1,4.471638793363569,1,True,False,False,False,True
1,1,35.0,0,0,False,1,1,6.240917354759096,1,True,False,True,False,False
1,2,50.0,0,1,False,2,0,3.295836866004329,0,True,False,False,False,True
0,3,28.0,0,0,False,1,1,2.169053700369523,0,False,True,False,True,False
1,3,3.0,4,2,False,7,0,3.4777725458882283,0,False,True,False,False,True
0,1,52.0,1,1,True,3,0,4.390118804571218,0,False,True,False,False,True
0,1,40.0,0,0,True,1,1,0.0,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.169053700369523,0,True,False,False,True,False
0,2,36.0,0,0,False,1,1,2.4423470353692043,0,False,True,False,False,True
0,3,16.0,4,1,False,6,0,3.705920919968788,0,False,True,False,False,True
1,3,25.0,1,0,False,2,0,2.1719067693519296,0,False,True,False,False,True
1,1,58.0,0,1,True,2,0,5.039951348430309,1,True,False,False,False,True
1,1,35.0,0,0,True,1,1,4.91730069488021,1,True,False,False,False,True
0,1,28.0,0,0,False,1,1,3.4657359027997265,0,False,True,False,False,True
1,3,25.0,0,0,False,1,1,0.0,0,False,True,False,False,True
1,2,41.0,0,1,False,2,0,3.0204248861443626,0,True,False,False,False,True
0,1,37.0,0,1,True,2,0,3.4242626545931514,0,False,True,True,False,False
1,3,28.0,0,0,False,1,1,2.169053700369523,0,True,False,False,True,False
1,1,63.0,1,0,True,2,0,4.368919865004903,1,True,False,False,False,True
0,3,45.0,0,0,False,1,1,2.169053700369523,0,True,False,False,False,True
0,2,28.0,0,0,False,1,1,0.0,0,False,True,False,False,True
0,3,7.0,4,1,False,6,0,3.405355391810819,0,False,True,False,True,False
1,3,35.0,1,1,False,3,0,3.056356895370426,0,True,False,False,False,True
0,3,65.0,0,0,False,1,1,2.169053700369523,0,False,True,False,True,False
0,3,28.0,0,0,False,1,1,2.180891922715322,0,False,True,False,False,True
0,3,16.0,0,0,False,1,1,2.3513752571634776,0,False,True,False,False,True
1,3,19.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,1,28.0,0,0,True,1,1,3.295836866004329,0,False,True,False,False,True
0,3,33.0,0,0,False,1,1,2.2682524139135403,0,False,True,True,False,False
1,3,30.0,0,0,False,1,1,2.3513752571634776,0,False,True,False,False,True
0,3,22.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
1,2,42.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
1,3,22.0,0,0,False,1,1,2.169053700369523,0,True,False,False,True,False
1,1,26.0,0,0,False,1,1,4.380149874661021,1,True,False,False,False,True
1,1,19.0,1,0,True,2,0,4.5226490762785785,1,True,False,True,False,False
0,2,36.0,0,0,True,1,1,2.630088659632498,0,False,True,True,False,False
0,3,24.0,0,0,False,1,1,2.2874714551839976,0,True,False,False,False,True
0,3,24.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
0,1,28.0,0,0,False,1,1,3.357621598945279,0,False,True,True,False,False
0,3,23.5,0,0,False,1,1,2.1076888046179385,0,False,True,True,False,False
0,1,2.0,1,2,True,4,0,5.027492411162679,1,True,False,False,False,True
1,1,28.0,0,0,True,1,1,3.449987545831587,0,False,True,False,False,True
1,1,50.0,0,1,True,2,0,5.515526544247129,1,True,False,True,False,False
1,3,28.0,0,0,False,1,1,2.169053700369523,0,True,False,False,True,False
1,3,28.0,2,0,False,3,0,3.188416617383492,0,False,True,False,True,False
0,3,19.0,0,0,False,1,1,0.0,0,False,True,False,False,True
1,2,28.0,0,0,True,1,1,2.5915163848462583,0,True,False,False,True,False
0,3,28.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
1,1,0.92,1,2,True,4,0,5.027492411162679,0,False,True,False,False,True
1,1,28.0,0,0,False,1,1,4.717456363787216,1,True,False,True,False,False
1,1,17.0,1,0,True,2,0,4.699570861409576,1,True,False,True,False,False
0,2,30.0,1,0,False,2,0,3.2188758248682006,0,False,True,True,False,False
1,1,30.0,0,0,True,1,1,4.0592215752427645,1,True,False,True,False,False
1,1,24.0,0,0,True,1,1,4.432699549165613,1,True,False,True,False,False
1,1,18.0,2,2,True,5,0,5.5735788721243535,1,True,False,True,False,False
0,2,26.0,1,1,False,3,0,3.295836866004329,0,True,False,False,False,True
0,3,28.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
0,2,43.0,1,1,False,3,0,3.305053521109253,0,False,True,False,False,True
1,3,26.0,0,0,False,1,1,2.180891922715322,0,True,False,False,False,True
1,2,24.0,1,0,False,2,0,3.295836866004329,0,True,False,False,False,True
0,2,54.0,0,0,False,1,1,2.70805020110221,0,False,True,False,False,True
1,1,31.0,0,2,True,3,0,5.11118445372147,1,True,False,False,False,True
1,1,40.0,1,1,True,3,0,4.908971640319756,1,True,False,True,False,False
0,3,22.0,0,0,False,1,1,2.1102132003465894,0,False,True,False,False,True
0,3,27.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
1,2,30.0,0,0,False,1,1,2.5915163848462583,0,True,False,False,True,False
1,2,22.0,1,1,False,3,0,3.4011973816621555,0,True,False,False,False,True
0,3,28.0,8,2,False,11,0,4.256321678298823,0,False,True,False,False,True
1,1,36.0,0,0,True,1,1,4.91730069488021,1,True,False,True,False,False
0,3,61.0,0,0,False,1,1,1.9792758428991135,0,False,True,False,False,True
1,2,36.0,0,0,True,1,1,2.639057329615259,0,True,False,False,False,True
1,3,31.0,1,1,False,3,0,3.0692150503137943,0,True,False,False,False,True
1,1,16.0,0,1,True,2,0,4.077184839375167,1,True,False,True,False,False
1,3,28.0,2,0,False,3,0,3.188416617383492,0,True,False,False,True,False
0,1,45.5,0,0,True,1,1,3.3843902633457743,0,False,True,False,False,True
0,1,38.0,0,1,True,2,0,5.039951348430309,0,False,True,False,False,True
0,3,16.0,2,0,False,3,0,2.9444389791664403,0,False,True,False,False,True
1,1,28.0,1,0,False,2,0,4.902678819257608,1,True,False,False,False,True
0,3,28.0,0,0,False,1,1,2.1855792552411137,0,False,True,False,False,True
0,1,29.0,1,0,True,2,0,4.213607983048918,0,False,True,False,False,True
1,1,41.0,0,0,True,1,1,4.908971640319756,1,True,False,True,False,False
1,3,45.0,0,0,False,1,1,2.2027647577118348,0,False,True,False,False,True
0,1,45.0,0,0,True,1,1,3.597312260588446,0,False,True,False,False,True
1,2,2.0,1,1,True,3,0,3.295836866004329,0,False,True,False,False,True
1,1,24.0,3,2,True,6,0,5.575949103146316,1,True,False,False,False,True
0,2,28.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
0,2,25.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
0,2,36.0,0,0,False,1,1,2.639057329615259,0,False,True,False,False,True
1,2,24.0,0,0,True,1,1,2.639057329615259,0,True,False,False,False,True
1,2,40.0,0,0,False,1,1,2.639057329615259,0,True,False,False,False,True
1,3,28.0,1,0,False,2,0,2.8390784635086144,0,True,False,False,False,True
1,3,3.0,1,1,False,3,0,2.827313621929028,0,False,True,False,False,True
0,3,42.0,0,0,False,1,1,2.2682524139135403,0,False,True,False,False,True
0,3,23.0,0,0,False,1,1,2.3248357019288655,0,False,True,False,False,True
0,1,28.0,0,0,True,1,1,3.58351893845611,0,False,True,False,False,True
0,3,15.0,1,1,False,3,0,2.1076888046179385,0,False,True,True,False,False
0,3,25.0,1,0,False,2,0,2.9338568698359033,0,False,True,False,False,True
0,3,28.0,0,0,False,1,1,2.1071782966514356,0,False,True,True,False,False
0,3,28.0,0,0,False,1,1,2.3513752571634776,0,False,True,False,False,True
1,1,22.0,0,1,True,2,0,4.02535169073515,1,True,False,False,False,True
0,2,38.0,0,0,False,1,1,2.639057329615259,0,True,False,False,False,True
1,3,28.0,0,0,False,1,1,2.1837114628556327,0,True,False,False,True,False
